,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
9894,864691136419698583,864691136487934738,4816,1487,2054,-0.12140012664396214,L4,L2/3
9923,864691135737916036,864691136091978932,15276,2405,2413,0.11610500353347959,L4,L2/3
9924,864691136362684386,864691136091978932,15720,10565,2413,-0.057525193051439695,L4,L2/3
9929,864691136210344380,864691136091978932,6224,1430,2413,0.21885267400435962,L4,L2/3
9931,864691135014211734,864691136091978932,9484,4888,2413,0.0685829068220593,L4,L2/3
9932,864691135759652174,864691136091978932,16848,682,2413,0.1524798223416139,L4,L2/3
9933,864691136663288030,864691136091978932,3780,9892,2413,0.14176711629576577,L4,L2/3
9969,864691135594514987,864691135156141668,356,7506,6430,0.2254618777330546,L4,L2/3
9970,864691135615222475,864691135156141668,13852,4589,6430,0.21174610429029578,L4,L2/3
9972,864691135838392723,864691135156141668,33028,4422,6430,0.03947371936502311,L4,L2/3
9977,864691135942378612,864691136040414718,2140,621,1217,0.15705953817168522,L4,L2/3
10015,864691135510079753,864691136106526425,18200,4419,7209,0.4489806640857184,L4,L2/3
10017,864691135857302830,864691136106526425,3104,1360,7209,-0.016988648937382795,L4,L2/3
10019,864691135783492659,864691135661231600,5208,2529,3175,-0.06685139299884031,L4,L2/3
10020,864691135701561723,864691135661231600,2848,9730,3175,0.2896839168076827,L4,L2/3
10025,864691136228125521,864691135730816441,28180,8582,7308,0.368854505152193,L4,L2/3
10039,864691135279377569,864691135730816441,1104,7562,7308,0.10349922431116165,L4,L2/3
10045,864691135701561723,864691135976528451,12624,9730,3028,-0.01632795477542588,L4,L2/3
10069,864691135759652174,864691135715987226,7292,682,3377,0.03669752051089678,L4,L2/3
10072,864691136052035059,864691135715581466,8360,771,2069,-0.2897060952946107,L4,L2/3
10074,864691136085404268,864691135715581466,6984,4430,2069,0.06892435847392867,L4,L2/3
10083,864691136228125521,864691135947166305,14556,8582,8609,-0.20106860743081442,L4,L2/3
10092,864691136066697624,864691135954897672,3472,8394,10782,-0.2328829809477609,L4,L2/3
10096,864691135479337158,864691135954897672,2528,9887,10782,-0.1354666735338524,L4,L2/3
10121,864691135783492659,864691136057026264,2196,2529,5251,0.03169745437084035,L4,L2/3
10131,864691136228027217,864691135655168706,1796,10134,8652,0.000729566629226259,L4,L2/3
10199,864691137198217793,864691135349482967,23936,10144,5674,0.2839126685565463,L4,L2/3
10200,864691135491268455,864691135349482967,412,3385,5674,0.015041129580507668,L4,L2/3
10204,864691135777064877,864691135349482967,1560,5427,5674,0.16391755997554286,L4,L2/3
10205,864691135014167446,864691135349482967,20968,10481,5674,0.10933139786844828,L4,L2/3
10207,864691135395187189,864691135349482967,5988,10491,5674,0.14443609608982075,L4,L2/3
10208,864691135279409057,864691135349482967,21420,619,5674,-0.08089160307107382,L4,L2/3
10209,864691137198217793,864691135387415169,6096,10144,2391,0.24773306089418876,L4,L2/3
10212,864691136066697624,864691135387415169,964,8394,2391,-0.05107340291720099,L4,L2/3
10213,864691135737916036,864691135387415169,4808,2405,2391,0.2519367434042764,L4,L2/3
10215,864691136578707732,864691135387415169,2360,2538,2391,0.308502944570268,L4,L2/3
10217,864691135916172390,864691135387415169,2192,9729,2391,0.06098374137565632,L4,L2/3
10219,864691135517063379,864691135387415169,4184,3409,2391,0.08951422870858375,L4,L2/3
10220,864691136974714396,864691135387415169,180,4437,2391,0.16637977274383525,L4,L2/3
